,USDA_id,usda_common_name,scientific_name
23541,LIAU3,southern twayblade,Listera australis
23542,LIAU4,southern flax,Linum australe
23543,LIAU5,Asian flax,Linum austriacum
23544,LIAU6,Welsh mudwort,Limosella australis
23547,LIBA2,Baker's meadowfoam,Limnanthes bakeri
23548,LIBE,desertbeauty,Linanthus bellus
23549,LIBE2,Berlandier's yellow flax,Linum berlandieri
23550,LIBE3,northern spicebush,Lindera benzoin
23555,LIBER,libertia,Libertia Spreng.
23556,LIBI2,Bigelow's linanthus,Linanthus bigelovii
23557,LIBI3,clovenlip toadflax,Linaria bipartita
23558,LIBI4,rock sea-lavender,Limonium binervosum
23559,LIBI5,pale flax,Linum bienne
23560,LIBO,Bolander's lily,Lilium bolanderi
23561,LIBO3,twinflower,Linnaea borealis
23562,LIBO4,northern twayblade,Listera borealis
23563,LIBO5,Bolander's woodland-star,Lithophragma bolanderi
23564,LIBO7,blazing star,Liatris ×boykinii
23568,LIBR,bracted blazing star,Liatris bracteata
23569,LIBR5,Maria laurel,Licaria brittoniana
23570,LIBR6,pili nehe,Lipochaeta bryanii
23571,LIBR9,lindbergia moss,Lindbergia brachyptera
23572,LIBU,orange lily,Lilium bulbiferum
23573,LICA,California licorice-root,Ligusticum californicum
23574,LICA10,northwestern twayblade,Listera caurina
23575,LICA11,California stoneseed,Lithospermum californicum
23576,LICA12,hoary puccoon,Lithospermum canescens
23577,LICA13,Carolina puccoon,Lithospermum caroliniense
23578,LICA14,Carter's flax,Linum carteri
23579,LICA15,Calder's licorice-root,Ligusticum calderi
23580,LICA16,Canadian licorice-root,Ligusticum canadense
23581,LICA17,lavender thrift,Limonium carolinianum
23582,LICA18,Chinati stoneseed,Lithospermum calycosum
23583,LICA2,Canby's licorice-root,Ligusticum canbyi
23584,LICA21,Siskiyou Mountain woodland-star,Lithophragma campanulatum
23585,LICA22,Madonna lily,Lilium candidum
23586,LICA3,Canada lily,Lilium canadense
23587,LICA31,Carolina grasswort,Lilaeopsis carolinensis
23588,LICA32,calcareous lichenothelia lichen,Lichenothelia calcarea
23589,LICA33,Canadian lichinodium lichen,Lichinodium canadense
23590,LICA36,mat prickly phlox,Linanthus caespitosus
23591,LICA37,bellshape gilia,Linanthus campanulatus
23592,LICA4,pine lily,Lilium catesbaei
23593,LICA5,marsh rosemary,Limonium californicum
23594,LICA9,fairy flax,Linum catharticum
23602,LICAN,licania,Licania Aubl.
23603,LICAR,licaria,Licaria Aubl.
23605,LICH,eastern grasswort,Lilaeopsis chinensis
23606,LICH2,Chapman's blazing star,Liatris chapmanii
23607,LICH3,fountain palm,Livistona chinensis
23608,LICH4,lychee,Litchi chinensis
23609,LICH6,Chinese tuliptree,Liriodendron chinense
23610,LICHE,lichenochora lichen,Lichenochora Hafellner
23611,LICHE2,lichenoconium lichen,Lichenoconium Petr.
23612,LICHE3,lichenosticta lichen,Lichenosticta Zopf
23613,LICHE4,lichenostigma lichen,Lichenostigma Hafellner
23614,LICHE5,lichenothelia lichen,Lichenothelia D.
23615,LICHI,seaweed lichen,Lichina C.
23616,LICHI2,lichinella lichen,Lichinella Nyl.
23617,LICHI3,lichinodium lichen,Lichinodium Nyl.
23618,LICI4,fringed false pimpernel,Lindernia ciliata
23619,LICO,Columbia lily,Lilium columbianum
23620,LICO10,nehe,Lipochaeta connata
23621,LICO14,convex lichenothelia lichen,Lichenothelia convexa
23622,LICO15,seaweed lichen,Lichina confinis
23623,LICO16,Cosson's limprichtia moss,Limprichtia cossonii
23624,LICO17,Sandhill's blazing star,Liatris cokeri
23625,LICO2,San Gabriel linanthus,Linanthus concinnus
23626,LICO3,Wyoming flax,Linum compactum
23627,LICO5,broadlipped twayblade,Listera convallarioides
23628,LICO6,heartleaf twayblade,Listera cordata
23629,LICO7,smooththroat stoneseed,Lithospermum cobrense
23630,LICO9,Arizona stoneseed,Lithospermum confine
23635,LICR,Malaysian false pimpernel,Lindernia crustacea
23636,LICU2,litsea,Litsea cubeba
23637,LICY,Ontario blazing star,Liatris cylindracea
23638,LICY2,branched blazing star,Liatris cymosa
23639,LICY3,mission woodland-star,Lithophragma cymbalaria
23640,LIDA,Dalmatian toadflax,Linaria dalmatica
23643,LIDE2,desertsnow,Linanthus demissus
23644,LIDE4,densespike blazing star,Liatris densispicata
23645,LIDE5,Molokai nehe,Lipochaeta degeneri
23646,LIDE8,summer ragwort,Ligularia dentata
23649,LIDI,fringed linanthus,Linanthus dianthiflorus
23650,LIDI2,eveningsnow,Linanthus dichotomus
23651,LIDI4,spreading false pimpernel,Lindernia diffusa
23652,LIDO2,Douglas' meadowfoam,Limnanthes douglasii
23653,LIDO3,longspike widelip orchid,Liparis dolichostachya
23659,LIDR3,Drummond's halfchaff sedge,Lipocarpha drummondii
23660,LIDU,yellowseed false pimpernel,Lindernia dubia
23663,LIEL,pinkscale blazing star,Liatris elegans
23664,LIEL2,pantropical widelip orchid,Liparis elata
23665,LIEL3,Laredo flax,Linum elongatum
23666,LIEL7,shaggy blazing star,Liatris elegantula
23671,LIEN,graceful necklace fern,Lindsaea ensifolia
23672,LIER,lithospermum,Lithospermum erythrorhizon
23673,LIFA,blazing star,Liatris ×fallacior
23674,LIFA2,Olokele Canyon nehe,Lipochaeta fauriei
23675,LIFI,fernleaf licorice-root,Ligusticum filicinum
23676,LIFI3,yellow gilia,Linanthus filiformis
23677,LIFL,Florida yellow flax,Linum floridanum
23678,LIFL2,woolly meadowfoam,Limnanthes floccosa
23679,LIFL5,yellow velvetleaf,Limnocharis flava
23680,LIFL8,lindsaeosoria,×Lindsaeosoria flynnii
23686,LIFO,snowy mermaid,Libertia formosa
23687,LIFO2,Formosa lily,Lilium formosanum
23688,LIFR,blazing star,Liatris ×frostii
23689,LIFR2,Frye's limbella moss,Limbella fryei
23690,LIFR3,limnophila,Limnophila fragrans
23691,LIFR6,hybrid blazing star,Liatris ×freemaniana
23693,LIGA,Garber's blazing star,Liatris garberi
23694,LIGE,broomleaf toadflax,Linaria genistifolia
23695,LIGH,Gholson's blazing star,Liatris gholsonii
23696,LIGL2,bulbous woodland-star,Lithophragma glabrum
23697,LIGL3,blazing star,Liatris ×gladewitzii
23698,LIGL5,glandular blazing star,Liatris glandulosa
23699,LIGL6,smooth prickly phlox,Linanthus glabrum
23700,LIGR,Gray's licorice-root,Ligusticum grayi
23701,LIGR13,lilyturf,Liriope graminifolia
23702,LIGR2,Gray's lily,Lilium grayi
23703,LIGR4,flowering flax,Linum grandiflorum
23704,LIGR6,Mexican oregano,Lippia graveolens
23705,LIGR7,slender meadowfoam,Limnanthes gracilis
23706,LIGR8,savannah false pimpernel,Lindernia grandiflora
23707,LIGR9,slender blazing star,Liatris gracilis
23710,LIGUL,ragwort,Ligularia Cass.
23711,LIGUS,licorice-root,Ligusticum L.
23712,LIGUS2,privet,Ligustrum L.
23713,LIHA2,Hawai'i widelip orchid,Liparis hawaiensis
23714,LIHE,hillside woodland-star,Lithophragma heterophyllum
23715,LIHE2,Heller's blazing star,Liatris helleri
23716,LIHE3,lavaflow nehe,Lipochaeta heterophylla
23717,LIHE6,Henry's lily,Lilium henryi
23718,LIHU,Humboldt lily,Lilium humboldtii
23719,LIHU2,Texas flax,Linum hudsonioides
23722,LIIM,tufted flax,Linum imbricatum
23723,LIIN,sandplain flax,Linum intercursum
23724,LIIN10,Inyo gilia,Linanthus inyoensis
23725,LIIN2,narrowleaf stoneseed,Lithospermum incisum
23726,LIIN3,crimson toadflax,Linaria incarnata
23727,LIIN4,Kure Atoll nehe,Lipochaeta integrifolia
23728,LIIN5,Indian marshweed,Limnophila indica
23729,LIIN8,lichenothelia lichen,Lichenothelia intermixta
23732,LIIR,panhandle lily,Lilium iridollae
23733,LIJA,Japanese privet,Ligustrum japonicum
23734,LIJA2,San Jacinto prickly phlox,Linanthus jaegeri
23735,LIJO,Jones' linanthus,Linanthus jonesii
23736,LIJO2,widelip orchid,Liparis ×jonesii
23737,LIJO3,Johnson's blazing star,Liatris ×johnsonii
23738,LIKA,Maui nehe,Lipochaeta kamolensis
23739,LIKE,Kelley's lily,Lilium kelleyanum
23740,LIKE2,Kellogg's lily,Lilium kelloggii
23741,LIKI,Baldwin Lake linanthus,Linanthus killipii
23742,LIKI2,King's flax,Linum kingii
23743,LILA,lanceleaf blazing star,Liatris lancifolia
23744,LILA2,American stoneseed,Lithospermum latifolium
23745,LILA3,woodland necklace fern,Lindsaea lancea
23746,LILA4,campanilla amarilla,Lisianthius laxiflorus
23747,LILA6,coastal nehe,Lipochaeta lavarum
23748,LILA7,West Indian spongeplant,Limnobium laevigatum
23749,LILA8,tiger lily,Lilium lancifolium
23750,LILAE,lilaea,Lilaea Bonpl.
23751,LILAE2,grasswort,Lilaeopsis Greene
23752,LILE3,Lewis flax,Linum lewisii
23753,LILE7,lecanora lichenoconium lichen,Lichenoconium lecanorae
23754,LILE8,statice,Limonium leptostachyum
23758,LILI,Rocky Mountain blazing star,Liatris ligulistylis
23759,LILI3,brown widelip orchid,Liparis liliifolia
23760,LILI4,Trans-Pecos sea lavender,Limonium limbatum
23761,LILIU,lily,Lilium L.
23762,LILO,yellow widelip orchid,Liparis loeselii
23763,LILO2,shrubland nehe,Lipochaeta lobata
23764,LILO3,Easter lily,Lilium longiflorum
23765,LILO6,lobed necklace fern,Lindsaea lobata
23768,LILU,Sullivan City flax,Linum lundellii
23769,LILU2,glossy privet,Ligustrum lucidum
23770,LILU3,marshweed,Limnophila ×ludoviciana
23771,LILU4,shiny necklace fern,Lindsaea lucida
23772,LIMA,coast lily,Lilium maritimum
23773,LIMA10,Spring Hill flax,Linum macrocarpum
23774,LIMA19,hybrid blazing star,Liatris ×macdanieliana
23775,LIMA2,San Bernardino Mountain gilia,Linanthus maculatus
23776,LIMA20,Macoun's meadowfoam,Limnanthes macounii
23777,LIMA3,Moroccan toadflax,Linaria maroccana
23778,LIMA4,American halfchaff sedge,Lipocarpha maculata
23779,LIMA5,rough stoneseed,Lithospermum matamorense
23780,LIMA6,San Clemente Island woodland-star,Lithophragma maximum
23781,LIMA7,mudflat quillplant,Lilaeopsis masonii
23782,LIMA8,martagon lily,Lilium martagon
23783,LIMBE,limbella moss,Limbella (Müll.
23784,LIME2,stiff yellow flax,Linum medium
23785,LIME7,southern spicebush,Lindera melissifolia
23786,LIME8,Metzler's licheothelia lichen,Lichenothelia metzleri
23787,LIME9,Mexican lindbergia moss,Lindbergia mexicana
23790,LIMI,Carolina lily,Lilium michauxii
23791,LIMI12,smallflower halfchaff sedge,Lipocarpha micrantha
23792,LIMI3,San Antonio stoneseed,Lithospermum mirabile
23793,LIMI5,gopher apple,Licania michauxii
23794,LIMI6,Spanish thyme,Lippia micromera
23795,LIMI7,smallhead blazing star,Liatris microcephala
23796,LIMI8,Kauai nehe,Lipochaeta micrantha
23797,LIMI9,Michigan lily,Lilium michiganense
23801,LIMNA,meadowfoam,Limnanthes R.
23802,LIMNO,spongeplant,Limnobium Rich.
23803,LIMNO2,Ozark grass,Limnodea L.H.
23804,LIMNO3,dogshade,Limnosciadium Mathias
23805,LIMNO4,marshweed,Limnophila R.
23806,LIMNO5,velvetleaf,Limnocharis Humb.
23807,LIMO10,walking-stick palm,Linospadix monostachya
23808,LIMO2,mountain meadowfoam,Limnanthes montana
23809,LIMO3,piedmont false pimpernel,Lindernia monticola
23810,LIMO4,aroeira blanca,Lithrea molleoides
23811,LIMON,sea lavender,Limonium Mill.
23812,LIMON2,limonia,Limonia L.
23813,LIMOS,mudwort,Limosella L.
23814,LIMPR,limprichtia moss,Limprichtia Loeske
23815,LIMU3,manyflowered stoneseed,Lithospermum multiflorum
23816,LIMU4,talustuft,Lithophila muscoides
23817,LIMU6,big blue lilyturf,Liriope muscari
23818,LIMU7,alpine lovage,Ligusticum mutellina
23819,LINA2,flax,Linum narbonense
23820,LINAN2,linanthus,Linanthus Benth.
23821,LINAR,toadflax,Linaria Mill.
23822,LINDB,lindbergia moss,Lindbergia Kindb.
23823,LINDE,false pimpernel,Lindernia All.
23824,LINDE2,spicebush,Lindera Thunb.
23825,LINDH,lindheimera,Lindheimera A.
23826,LINDS,necklace fern,Lindsaea Dryand.
23827,LINDS2,lindsaeosoria,×Lindsaeosoria W.H.
23828,LINE,New Mexico yellow flax,Linum neomexicanum
23829,LINNA,twinflower,Linnaea L.
23830,LINOS,linospadix,Linospadix H.
23831,LINUM,flax,Linum L.
23832,LIOB,border privet,Ligustrum obtusifolium
23833,LIOB5,roundleaf stoneseed,Lithospermum obtusifolium
23834,LIOB6,necklace fern,Lindsaea obtusa
23835,LIOC,western grasswort,Lilaeopsis occidentalis
23836,LIOC2,western lily,Lilium occidentale
23837,LIOC3,western halfchaff sedge,Lipocarpha occidentalis
23838,LIOD,fragrant liparis,Liparis odorata
23839,LIOF,European stoneseed,Lithospermum officinale
23840,LIOH,Florida blazing star,Liatris ohlingerae
23841,LIOL2,Cahaba torch,Liatris oligocephala
23842,LIOR,Orcutt's linanthus,Linanthus orcuttii
23843,LIOR2,Oriental sweetgum,Liquidambar orientalis
23844,LIOR3,Orzell's blazing star,Liatris ×orzellii
23845,LIOT,saltmarsh sea lavender,Limonium otolepis
23846,LIOV,California privet,Ligustrum ovalifolium
23847,LIOV3,eggleaf twayblade,Listera ovata
23848,LIPA,leopard lily,Lilium pardalinum
23849,LIPA17,spreading blazing star,Liatris patens
23850,LIPA18,Palau widelip orchid,Liparis palawensis
23851,LIPA2,lemon lily,Lilium parryi
23852,LIPA3,Sierra tiger lily,Lilium parvum
23853,LIPA4,sandblossoms,Linanthus parryae
23854,LIPA5,smallflower woodland-star,Lithophragma parviflorum
23855,LIPA6,Parks' stoneseed,Lithospermum parksii
23856,LIPA7,diente de perro,Lithachne pauciflora
23857,LIPA8,fewflower blazing star,Liatris pauciflora
23858,LIPA9,Puerto Rico cinnamon,Licaria parvifolia
23863,LIPAR,widelip orchid,Liparis Rich.
23869,LIPE,Perez's sea lavender,Limonium perezii
23870,LIPE2,blue flax,Linum perenne
23871,LIPE4,ko'oko'olau,Lipochaeta perdita
23873,LIPH,wood lily,Lilium philadelphicum
23874,LIPH4,Philippine lily,Lilium philippinense
23877,LIPI2,tansy dogshade,Limnosciadium pinnatum
23878,LIPI3,pineneedle toadflax,Linaria pinifolia
23879,LIPI7,shaggy blazing star,Liatris pilosa
23880,LIPL,licania,Licania platypus
23881,LIPO,Porter's licorice-root,Ligusticum porteri
23882,LIPO2,Puerto Rico necklace fern,Lindsaea portoricensis
23884,LIPOC,halfchaff sedge,Lipocarpha R.
23885,LIPOC2,nehe,Lipochaeta DC.
23887,LIPPI,lippia,Lippia L.
23888,LIPR,meadow flax,Linum pratense
23889,LIPR3,Godfrey's blazing star,Liatris provincialis
23890,LIPR4,nehe,Lipochaeta ×procumbens
23891,LIPR5,prostrate false pimpernel,Lindernia procumbens
23892,LIPR7,necklace fern,Lindsaea propinqua
23893,LIPS,lily,Lilium ×pseudograyi
23894,LIPU,dotted blazing star,Liatris punctata
23895,LIPU11,granite prickly phlox,Linanthus pungens
23896,LIPU2,prairie dogshade,Limnosciadium pumilum
23897,LIPU3,purple toadflax,Linaria purpurea
23898,LIPU4,plains flax,Linum puberulum
23899,LIPU5,Chiricahua Mountain mudwort,Limosella pubiflora
23900,LIPU8,woolly meadowfoam,Limnanthes pumila
23906,LIPY,prairie blazing star,Liatris pycnostachya
23907,LIPY5,Sandhills Lily,Lilium pyrophilum
23910,LIQU,mountain necklace fern,Lindsaea quadrangularis
23911,LIQU2,waxyleaf privet,Ligustrum quihoui
23913,LIQUI,sweetgum,Liquidambar L.
23914,LIRA2,Algerian sea lavender,Limonium ramosissimum
23916,LIRE12,Rehman's halfchaff sedge,Lipocarpha rehmanii
23917,LIRE13,limprichtia moss,Limprichtia revolvens
23918,LIRE2,creeping necklace fern,Lindsaea repens
23919,LIRE3,striped toadflax,Linaria repens
23920,LIRE5,annual nehe,Lipochaeta remyi
23921,LIRE6,regal lily,Lilium regale
23922,LIRE8,purplenet toadflax,Linaria reticulata
23925,LIRI,stiffstem flax,Linum rigidum
23926,LIRI2,blazing star,Liatris ×ridgwayi
23927,LIRI4,oiticica,Licania rigida
23928,LIRIO,tuliptree,Liriodendron L.
23929,LIRIO2,lilyturf,Liriope Lour.
23932,LIRO,Rock's nehe,Lipochaeta rockii
23933,LIRO4,wild privet,Ligustrum robustum
23934,LIRO5,round-leaf fountain palm,Livistona rotundifolia
23936,LIRU,redwood lily,Lilium rubescens
23937,LIRU2,rock flax,Linum rupestre
23938,LIRU4,western stoneseed,Lithospermum ruderale
23939,LIRU5,lichenostigma lichen,Lichenostigma rugosa
23940,LISA2,Saunders' widelip orchid,Liparis saundersiana
23941,LISA6,lichinodium lichen,Lichinodium saxicola
23942,LISA9,savanna blazing star,Liatris savannensis
23943,LISC2,devil's bite,Liatris scariosa
23944,LISC3,Scottish licorice-root,Ligusticum scoticum
23945,LISC4,awl-leaf lilaea,Lilaea scilloides
23946,LISC5,Schied's flax,Linum schiedeanum
23947,LISC7,Schaffner's grasswort,Lilaeopsis schaffneriana
23948,LISC9,lichenothelia lichen,Lichenothelia scopularia
23955,LISE3,Asian marshweed,Limnophila sessiliflora
23956,LISE5,toadflax,Linaria ×sepium
23957,LISE7,privet,Ligustrum sempervirens
23958,LISI,Chinese privet,Ligustrum sinense
23959,LISI2,wavyleaf sea lavender,Limonium sinuatum
23960,LISIA,lisianthius,Lisianthius P.
23961,LISM,kidneyleaf twayblade,Listera smallii
23962,LISP,dense blazing star,Liatris spicata
23963,LISP10,creeping liriope,Liriope spicata
23964,LISP2,American spongeplant,Limnobium spongia
23965,LISP4,spherical blazing star,Liatris spheroidea
23966,LISP5,ballast toadflax,Linaria spartea
23969,LISQ,scaly blazing star,Liatris squarrosa
23970,LISQ2,Appalachian blazing star,Liatris squarrulosa
23976,LIST,ridged yellow flax,Linum striatum
23977,LIST2,sweetgum,Liquidambar styraciflua
23978,LIST3,smallstalk necklace fern,Lindsaea stricta
23979,LIST5,foothill meadowfoam,Limnanthes striata
23980,LIST6,blazing star,Liatris ×steelei
23981,LIST7,stipitate lichinella lichen,Lichinella stipatula
23982,LISTE,twayblade,Listera R.
23984,LISU,turk's-cap lily,Lilium superbum
23985,LISU3,lesser butter and eggs,Linaria supina
23986,LISU4,grooved flax,Linum sulcatum
23987,LISU5,sprucemont flax,Linum subteres
23988,LISU6,grassland nehe,Lipochaeta subcordata
23989,LISU7,seaside nehe,Lipochaeta succulenta
23990,LISU8,bog spicebush,Lindera subcoriacea
23993,LITCH,lychee,Litchi Sonn.
23994,LITE,Gulf blazing star,Liatris tenuis
23995,LITE11,lichenothelia lichen,Lichenothelia tenuissima
23996,LITE12,lithographa lichen,Lithographa tesserata
23997,LITE13,necklace fern,Lindsaea tetragona
23998,LITE2,Idaho licorice-root,Ligusticum tenuifolium
23999,LITE3,Texas yellowstar,Lindheimera texana
24000,LITE4,slender woodland-star,Lithophragma tenellum
24001,LITE6,shortleaf blazing star,Liatris tenuifolia
24002,LITE7,Waianae Range nehe,Lipochaeta tenuifolia
24003,LITE8,streambed nehe,Lipochaeta tenuis
24006,LITHA,diente de perro,Lithachne P.
24007,LITHO2,woodland-star,Lithophragma (Nutt.)
24008,LITHO3,stoneseed,Lithospermum L.
24009,LITHO4,lithophila,Lithophila Sw.
24010,LITHO5,lithographa lichen,Lithographa Nyl.
24011,LITHR,lithrea,Lithrea Miers
24012,LITR,pepperleaf sweetwood,Licaria triandra
24013,LITR4,French flax,Linum trigynum
24014,LITS2,Tschonosky privet,Ligustrum tschonoskii
24015,LITSE,litsea,Litsea Lam.
24016,LITTO,littorella,Littorella P.J.
24017,LITU,tuliptree,Liriodendron tulipifera
24018,LITU2,tuberous stoneseed,Lithospermum tuberosum
24019,LITU3,turgid blazing star,Liatris turgida
24020,LIUN,American shoreweed,Littorella uniflora
24021,LIUS,common flax,Linum usitatissimum
24022,LIUS2,usnea lichenoconium lichen,Lichenoconium usneae
24023,LIVE,northern licorice-root,Ligusticum verticillatum
24024,LIVE2,Chihuahuan flax,Linum vernale
24025,LIVE3,tropical widelip orchid,Liparis vexillifera
24026,LIVE4,twayblade,Listera ×veltmanii
24027,LIVE5,spreading nehe,Lipochaeta venosa
24028,LIVI,woodland flax,Linum virginianum
24029,LIVI2,green stoneseed,Lithospermum viride
24030,LIVI3,Sebastopol meadowfoam,Limnanthes vinculans
24031,LIVI8,wand blazing star,Liatris virgata
24032,LIVI9,sticky false pimpernel,Lindernia viscosa
24033,LIVIS,livistona,Livistona R.
24034,LIVU,European privet,Ligustrum vulgare
24035,LIVU2,butter and eggs,Linaria vulgaris
24036,LIVU3,Mediterranean sea lavender,Limonium vulgare
24037,LIWA,Washington lily,Lilium washingtonianum
24038,LIWA2,Waimea Canyon nehe,Lipochaeta waimeaensis
24039,LIWA4,Watson's prickly phlox,Linanthus watsonii
24040,LIWA5,Walker's necklace fern,Lindsaea walkerae
24043,LIWE,West's flax,Linum westii
24044,LIWE2,blazing star,Liatris ×weaveri
24045,LIWE3,Weill's lichenochora lichen,Lichenochora weillii
24046,LIWI2,Willey's seaweed lichen,Lichina willeyi
24047,LIYA,Yamada's widelip orchid,Liparis yamadae
24048,LLOYD,alplily,Lloydia Salisb.
24049,LLSE,common alplily,Lloydia serotina
24052,LOAB,rosy bird's-foot trefoil,Lotus aboriginus
24053,LOAL,western white honeysuckle,Lonicera albiflora
24054,LOAL2,Sonoran bird's-foot trefoil,Lotus alamosanus
24055,LOAL5,alpine honeysuckle,Lonicera alpigena
24056,LOAM,Wyeth biscuitroot,Lomatium ambiguum
24057,LOAM2,royal fringedfern,Lomariopsis amydrophlebia
24058,LOAM4,southern lobelia,Lobelia amoena
24061,LOAN,Apache lobelia,Lobelia anatina
24062,LOAN2,slender bird's-foot trefoil,Lotus angustissimus
24063,LOAP,pale lobelia,Lobelia appendiculata
24066,LOAR,Arizona honeysuckle,Lonicera arizonica
24067,LOAR12,Arizona cottonrose,Logfia arizonica
24068,LOAR3,silver bird's-foot trefoil,Lotus argophyllus
24069,LOAR4,canyon bird's-foot trefoil,Lotus argyraeus
24070,LOAR5,field cottonrose,Logfia arvensis
24079,LOAT,tapertip desertparsley,Lomatium attenuatum
24080,LOAU,goldencrest,Lophiola aurea
24081,LOAU3,Augustin granular lichen,Lopadium augustini
24082,LOAU5,Austin desertparsley,Lomatium austiniae
24083,LOBA5,lotononis,Lotononis bainesii
24084,LOBA70,loeskypnum moss,Loeskypnum badium
24085,LOBAR2,lung lichen,Lobaria Schreb.
24086,LOBE,showy fly honeysuckle,Lonicera ×bella
24087,LOBE2,Bentham's broom,Lotus benthamii
24088,LOBE3,Berlandier's lobelia,Lobelia berlandieri
24089,LOBE4,bentonite desertparsley,Lomatium bentonitum
24092,LOBEL,lobelia,Lobelia L.
24093,LOBI,Wasatch desertparsley,Lomatium bicolor
24096,LOBIV,lobivia,Lobivia Britton
